Medicine_ID,Medicine_Name,Generic_Name,Manufacturer,Medicine_Category,Dosage_Form,Strength,Pack_Size,Batch_Number,Manufacturing_Date,Expiry_Date,Days_to_Expiry,Initial_Quantity,Current_Stock,Quantity_Sold,Quantity_Wasted,Unit_Price,Stock_Value,Potential_Loss,Supplier,Storage_Location,Expiry_Status,Stock_Status
MED-0238,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN61864,2027-01-31,2028-08-12,726,923,342,581,0,38.82,13276.44,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0239,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN52030,2025-10-07,2027-06-09,296,421,95,326,0,82.08,7797.6,0,Apex Global Health,Shelf B-1,Safe,Optimal
MED-0240,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN52714,2026-06-20,2027-12-23,493,216,149,67,0,18.98,2828.02,0,OmniPharma Ltd.,Cold Storage 1,Safe,Overstocked
MED-0241,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN37479,2025-09-21,2027-09-10,389,170,109,61,0,58.02,6324.18,0,Medix Wholesale,Narcotics Safe,Safe,Overstocked
MED-0242,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,50mg,30s,BN96332,2025-03-31,2026-10-10,54,175,77,98,0,84.23,6485.71,6485.71,BioCare Logistics,Shelf C-1,Near Expiry (31-90 Days),Optimal
MED-0243,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN81256,2024-05-27,2026-05-21,-88,931,284,647,284,51.49,14623.16,14623.16,PharmaLink Distribution,Shelf A-1,Expired,Optimal
MED-0244,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN94803,2026-07-20,2028-06-14,667,793,414,379,0,82.26,34055.64,0,Apex Global Health,Cold Storage 2,Safe,Optimal
MED-0245,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN43913,2025-01-10,2026-10-22,66,694,372,322,0,49.96,18585.12,18585.12,BioCare Logistics,Shelf B-1,Near Expiry (31-90 Days),Optimal
MED-0246,Singulair,Montelukast,Organon,Respiratory,Tablet,5mg,28s,BN55215,2027-01-31,2028-03-24,585,402,217,185,0,78.45,17023.65,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0247,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN54966,2025-09-22,2027-06-15,302,594,183,411,0,41.78,7645.74,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0248,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,300ml,BN18804,2026-03-02,2027-03-13,208,969,356,613,0,55.96,19921.76,0,Medix Wholesale,Cold Storage 1,Safe,Optimal
MED-0249,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN53383,2026-11-06,2028-03-03,564,916,419,497,0,54.46,22818.74,0,Medix Wholesale,Narcotics Safe,Safe,Optimal
MED-0250,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN13826,2025-10-19,2027-06-06,293,706,444,262,0,34.58,15353.52,0,Medix Wholesale,Shelf A-2,Safe,Overstocked
MED-0251,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN80371,2025-06-19,2026-09-27,41,568,78,490,0,24.14,1882.92,1882.92,BioCare Logistics,Shelf C-1,Near Expiry (31-90 Days),Low Stock
MED-0252,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,100mg,28s,BN90125,2025-09-15,2027-03-12,207,460,239,221,0,53.43,12769.77,0,Apex Global Health,Shelf C-1,Safe,Optimal
MED-0253,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN51049,2025-07-28,2026-09-25,39,287,115,172,0,59.71,6866.65,6866.65,OmniPharma Ltd.,Shelf B-2,Near Expiry (31-90 Days),Optimal
MED-0254,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN85340,2025-09-18,2027-05-25,281,750,555,195,0,59.71,33139.05,0,Medix Wholesale,Shelf C-1,Safe,Overstocked
MED-0255,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,48s,BN28388,2024-11-30,2026-10-13,57,154,65,89,0,81.03,5266.95,5266.95,BioCare Logistics,Shelf A-2,Near Expiry (31-90 Days),Optimal
MED-0256,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,28s,BN63626,2026-01-17,2028-01-15,516,960,459,501,0,42.82,19654.38,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0257,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,10mg,90s,BN14285,2026-12-24,2028-05-19,641,272,204,68,0,40.23,8206.92,0,BioCare Logistics,Shelf C-1,Safe,Overstocked
MED-0258,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN45112,2026-02-22,2027-11-26,466,942,47,895,0,65.2,3064.4,0,BioCare Logistics,Shelf C-1,Safe,Low Stock
MED-0259,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,14s,BN95678,2026-08-31,2027-09-16,395,560,139,421,0,31.26,4345.14,0,PharmaLink Distribution,Shelf B-2,Safe,Optimal
MED-0260,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN87060,2026-09-13,2028-08-01,715,538,89,449,0,53.33,4746.37,0,Medix Wholesale,Shelf A-2,Safe,Optimal
MED-0261,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,100s,BN88231,2025-10-18,2027-10-13,422,399,153,246,0,49.75,7611.75,0,OmniPharma Ltd.,Narcotics Safe,Safe,Optimal
MED-0262,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,30s,BN17770,2025-03-31,2027-03-25,220,986,140,846,0,23.1,3234,0,Apex Global Health,Shelf A-2,Safe,Low Stock
MED-0263,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN28634,2025-10-01,2027-08-18,366,524,197,327,0,39.79,7838.63,0,PharmaLink Distribution,Shelf B-2,Safe,Optimal
MED-0264,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN69597,2025-12-24,2027-10-17,426,102,16,86,0,62.8,1004.8,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0265,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN80048,2026-10-13,2028-01-29,530,606,142,464,0,29.14,4137.88,0,Apex Global Health,Shelf B-1,Safe,Optimal
MED-0266,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,14s,BN55054,2025-12-12,2027-01-04,140,201,122,79,0,3.84,468.48,0,Medix Wholesale,Shelf B-2,Safe,Overstocked
MED-0267,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,50mcg,100s,BN36518,2025-05-03,2027-03-31,226,409,86,323,0,74.64,6419.04,0,Apex Global Health,Shelf A-1,Safe,Optimal
MED-0268,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,100mg,28s,BN20803,2026-04-08,2027-05-04,260,505,325,180,0,27.7,9002.5,0,Medix Wholesale,Shelf B-2,Safe,Overstocked
MED-0269,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN10142,2025-06-20,2026-08-26,9,707,135,572,0,45.35,6122.25,6122.25,BioCare Logistics,Shelf A-1,Critical (<30 Days),Optimal
MED-0270,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,40mg,90s,BN25806,2026-02-01,2028-01-22,523,235,127,108,0,8.34,1059.18,0,BioCare Logistics,Shelf A-1,Safe,Optimal
MED-0271,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,30s,BN58177,2025-09-22,2027-04-05,231,892,141,751,0,55.43,7815.63,0,Medix Wholesale,Shelf A-1,Safe,Optimal
MED-0272,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN67684,2025-08-05,2027-06-22,309,866,160,706,0,78.39,12542.4,0,OmniPharma Ltd.,Narcotics Safe,Safe,Optimal
MED-0273,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,50mcg,90s,BN23168,2024-11-04,2026-09-01,15,847,216,631,0,31.5,6804,6804,BioCare Logistics,Shelf B-1,Critical (<30 Days),Optimal
MED-0274,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN94491,2024-09-05,2026-07-09,-39,714,155,559,155,66.76,10347.8,10347.8,PharmaLink Distribution,Narcotics Safe,Expired,Optimal
MED-0275,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,50mg,30s,BN61347,2025-09-10,2027-01-10,146,606,202,404,0,11.8,2383.6,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0276,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN57329,2025-09-14,2027-03-31,226,981,587,394,0,37.22,21848.14,0,OmniPharma Ltd.,Narcotics Safe,Safe,Optimal
MED-0277,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN12187,2025-07-19,2026-11-30,105,320,15,305,0,78.61,1179.15,0,BioCare Logistics,Shelf C-1,Safe,Low Stock
MED-0278,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN62727,2024-10-03,2026-07-05,-43,730,88,642,88,25.39,2234.32,2234.32,Apex Global Health,Shelf A-1,Expired,Low Stock
MED-0279,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN80305,2026-08-19,2028-07-08,691,881,670,211,0,58.69,39322.3,0,PharmaLink Distribution,Shelf B-1,Safe,Overstocked
MED-0280,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN17589,2025-08-13,2026-10-11,55,564,333,231,0,52.73,17559.09,17559.09,Apex Global Health,Cold Storage 1,Near Expiry (31-90 Days),Optimal
MED-0281,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN11487,2025-01-06,2026-09-30,44,629,152,477,0,16.27,2473.04,2473.04,Medix Wholesale,Narcotics Safe,Near Expiry (31-90 Days),Optimal
MED-0282,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN53910,2025-11-26,2027-08-21,369,165,72,93,0,61.27,4411.44,0,OmniPharma Ltd.,Narcotics Safe,Safe,Optimal
MED-0283,Glucophage,Metformin,Merck,Antidiabetic,Tablet,850mg,100s,BN76949,2026-06-25,2028-04-10,602,270,99,171,0,15.48,1532.52,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0284,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN76692,2024-10-19,2026-02-21,-177,147,40,107,40,32.53,1301.2,1301.2,Medix Wholesale,Shelf A-2,Expired,Optimal
MED-0285,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,20s,BN52179,2025-05-11,2026-09-26,40,945,99,846,0,49.65,4915.35,4915.35,PharmaLink Distribution,Shelf C-1,Near Expiry (31-90 Days),Low Stock
MED-0286,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN39253,2025-06-11,2027-01-02,138,170,124,46,0,73.95,9169.8,0,Apex Global Health,Shelf B-1,Safe,Overstocked
MED-0287,Glucophage,Metformin,Merck,Antidiabetic,Tablet,1000mg,100s,BN11044,2025-11-26,2027-09-10,389,903,316,587,0,63.52,20072.32,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0288,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,50g,BN81638,2026-05-09,2027-07-25,342,106,57,49,0,4.47,254.79,0,OmniPharma Ltd.,Shelf B-1,Safe,Optimal
MED-0289,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN10191,2026-07-02,2027-12-06,476,206,57,149,0,46.21,2633.97,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0290,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN46677,2024-07-26,2026-04-18,-121,522,189,333,189,76.39,14437.71,14437.71,BioCare Logistics,Narcotics Safe,Expired,Optimal
MED-0291,Glucophage,Metformin,Merck,Antidiabetic,Tablet,1000mg,60s,BN76247,2025-08-29,2026-10-06,50,706,310,396,0,7.64,2368.4,2368.4,Medix Wholesale,Shelf A-2,Near Expiry (31-90 Days),Optimal
MED-0292,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN61505,2026-05-07,2027-10-16,425,563,144,419,0,21.77,3134.88,0,Medix Wholesale,Shelf A-2,Safe,Optimal
MED-0293,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN23848,2025-05-08,2026-10-15,59,516,81,435,0,46.71,3783.51,3783.51,Medix Wholesale,Shelf B-2,Near Expiry (31-90 Days),Optimal
MED-0294,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN25717,2025-03-10,2026-08-12,-5,946,370,576,370,59.99,22196.3,22196.3,PharmaLink Distribution,Shelf A-2,Expired,Optimal
MED-0295,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN42534,2026-04-08,2027-12-26,496,150,91,59,0,27.15,2470.65,0,Medix Wholesale,Shelf A-1,Safe,Overstocked
MED-0296,Singulair,Montelukast,Organon,Respiratory,Tablet,5mg,28s,BN22415,2026-02-05,2027-04-08,234,112,12,100,0,71.01,852.12,0,Medix Wholesale,Shelf A-2,Safe,Low Stock
MED-0297,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,28s,BN99952,2025-04-18,2027-02-10,177,700,270,430,0,78.19,21111.3,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0298,Glucophage,Metformin,Merck,Antidiabetic,Tablet,500mg,100s,BN26880,2025-03-12,2026-05-13,-96,143,39,104,39,6.68,260.52,260.52,OmniPharma Ltd.,Shelf B-2,Expired,Optimal
MED-0299,Singulair,Montelukast,Organon,Respiratory,Tablet,5mg,28s,BN60165,2025-11-11,2027-05-11,267,319,237,82,0,17.94,4251.78,0,Apex Global Health,Shelf B-2,Safe,Overstocked
MED-0300,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN94840,2026-04-05,2028-01-11,512,590,36,554,0,9.74,350.64,0,BioCare Logistics,Shelf A-2,Safe,Low Stock
MED-0301,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,5mg,30s,BN92674,2027-05-17,2028-05-25,647,491,370,121,0,32.13,11888.1,0,OmniPharma Ltd.,Shelf B-2,Safe,Overstocked
MED-0302,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,100g,BN45446,2024-11-25,2026-09-26,40,324,27,297,0,76.4,2062.8,2062.8,Apex Global Health,Shelf A-1,Near Expiry (31-90 Days),Low Stock
MED-0303,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN30922,2025-07-09,2026-11-09,84,372,156,216,0,69.84,10895.04,10895.04,PharmaLink Distribution,Shelf A-2,Near Expiry (31-90 Days),Optimal
MED-0304,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN32768,2025-05-22,2026-10-31,75,925,387,538,0,77.9,30147.3,30147.3,PharmaLink Distribution,Narcotics Safe,Near Expiry (31-90 Days),Optimal
MED-0305,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN83807,2026-07-01,2028-04-03,595,416,94,322,0,42.96,4038.24,0,PharmaLink Distribution,Cold Storage 1,Safe,Optimal
MED-0306,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN79002,2025-12-11,2027-10-21,430,306,211,95,0,13.27,2799.97,0,Medix Wholesale,Cold Storage 2,Safe,Overstocked
MED-0307,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,20s,BN86888,2026-02-13,2027-04-10,236,966,543,423,0,73.51,39915.93,0,PharmaLink Distribution,Shelf B-1,Safe,Optimal
MED-0308,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN54113,2026-01-14,2027-04-04,230,849,452,397,0,67.83,30659.16,0,BioCare Logistics,Cold Storage 2,Safe,Optimal
MED-0309,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN97232,2025-11-02,2027-05-14,270,414,155,259,0,13.01,2016.55,0,PharmaLink Distribution,Narcotics Safe,Safe,Optimal
MED-0310,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN33865,2027-04-13,2028-08-03,717,754,584,170,0,11.09,6476.56,0,BioCare Logistics,Shelf A-2,Safe,Overstocked
MED-0311,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN55457,2025-06-15,2027-05-06,262,190,90,100,0,39.35,3541.5,0,Apex Global Health,Shelf A-2,Safe,Optimal
MED-0312,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN43640,2025-10-24,2026-11-17,92,495,229,266,0,62.94,14413.26,0,Medix Wholesale,Cold Storage 2,Safe,Optimal
MED-0313,Singulair,Montelukast,Organon,Respiratory,Tablet,5mg,28s,BN23294,2026-08-01,2028-06-29,682,876,235,641,0,15.92,3741.2,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0314,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,50mg,30s,BN44226,2025-08-08,2027-01-30,166,274,101,173,0,15.77,1592.77,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0315,Glucophage,Metformin,Merck,Antidiabetic,Tablet,850mg,100s,BN14062,2025-06-27,2027-05-03,259,544,85,459,0,6.92,588.2,0,Apex Global Health,Shelf A-2,Safe,Optimal
MED-0316,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,28s,BN96585,2026-05-29,2027-07-17,334,150,55,95,0,49.67,2731.85,0,BioCare Logistics,Shelf A-2,Safe,Optimal
MED-0317,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,20s,BN66047,2024-09-20,2026-08-06,-11,714,255,459,255,18.97,4837.35,4837.35,PharmaLink Distribution,Shelf A-2,Expired,Optimal
MED-0318,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN72071,2026-03-08,2027-09-27,406,582,255,327,0,76.33,19464.15,0,Apex Global Health,Shelf A-1,Safe,Optimal
MED-0319,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,100mg,28s,BN58630,2026-08-26,2027-11-29,469,556,27,529,0,24.22,653.94,0,BioCare Logistics,Shelf B-1,Safe,Low Stock
MED-0320,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN29808,2026-01-11,2027-02-23,190,784,357,427,0,69.17,24693.69,0,BioCare Logistics,Cold Storage 1,Safe,Optimal
MED-0321,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,14s,BN78495,2026-06-01,2028-05-17,639,987,491,496,0,49.75,24427.25,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0322,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,50mg,30s,BN14551,2026-07-11,2028-04-28,620,793,155,638,0,12.42,1925.1,0,BioCare Logistics,Shelf A-2,Safe,Optimal
MED-0323,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,200mg,24s,BN26539,2024-03-26,2026-03-10,-160,545,61,484,61,84.77,5170.97,5170.97,Medix Wholesale,Shelf C-1,Expired,Low Stock
MED-0324,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,1000mg,14s,BN21406,2026-03-20,2027-12-27,497,433,146,287,0,45.37,6624.02,0,PharmaLink Distribution,Narcotics Safe,Safe,Optimal
MED-0325,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN64321,2024-12-31,2026-10-28,72,696,408,288,0,82.1,33496.8,33496.8,PharmaLink Distribution,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0326,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN80206,2026-08-28,2028-01-10,511,492,340,152,0,42.56,14470.4,0,OmniPharma Ltd.,Shelf B-2,Safe,Overstocked
MED-0327,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,100s,BN62818,2024-11-19,2026-11-02,77,810,225,585,0,5.7,1282.5,1282.5,Apex Global Health,Narcotics Safe,Near Expiry (31-90 Days),Optimal
MED-0328,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN45203,2025-06-17,2026-12-06,111,937,315,622,0,28.15,8867.25,0,BioCare Logistics,Cold Storage 1,Safe,Optimal
MED-0329,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN68079,2026-05-26,2027-10-10,419,846,431,415,0,52.41,22588.71,0,PharmaLink Distribution,Shelf A-2,Safe,Optimal
MED-0330,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN77698,2025-04-24,2027-01-12,148,910,167,743,0,7.91,1320.97,0,OmniPharma Ltd.,Shelf B-2,Safe,Optimal
MED-0331,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN35265,2026-05-11,2027-06-09,296,355,21,334,0,40.16,843.36,0,Apex Global Health,Narcotics Safe,Safe,Low Stock
MED-0332,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,28s,BN70846,2025-04-08,2027-03-22,217,131,35,96,0,33.23,1163.05,0,OmniPharma Ltd.,Shelf B-2,Safe,Optimal
MED-0333,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,48s,BN55121,2024-10-02,2026-09-19,33,192,56,136,0,4.76,266.56,266.56,PharmaLink Distribution,Shelf A-2,Near Expiry (31-90 Days),Optimal
MED-0334,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN94853,2025-04-28,2026-09-12,26,767,229,538,0,44.85,10270.65,10270.65,PharmaLink Distribution,Shelf B-2,Critical (<30 Days),Optimal
MED-0335,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN39329,2025-09-25,2027-09-24,403,826,286,540,0,37.46,10713.56,0,BioCare Logistics,Shelf B-1,Safe,Optimal
MED-0336,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,100mcg,90s,BN71171,2026-06-18,2028-05-02,624,506,304,202,0,10.94,3325.76,0,OmniPharma Ltd.,Narcotics Safe,Safe,Overstocked
MED-0337,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,100g,BN99707,2025-03-06,2026-08-25,8,383,183,200,0,29.32,5365.56,5365.56,Apex Global Health,Shelf B-1,Critical (<30 Days),Optimal
MED-0338,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,100mg,28s,BN29651,2026-06-21,2027-07-20,337,924,619,305,0,35.84,22184.96,0,Apex Global Health,Narcotics Safe,Safe,Overstocked
MED-0339,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN48745,2026-06-25,2028-01-18,519,497,382,115,0,5.41,2066.62,0,OmniPharma Ltd.,Shelf A-2,Safe,Overstocked
MED-0340,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN98063,2026-06-24,2027-09-19,398,960,678,282,0,74.81,50721.18,0,Medix Wholesale,Shelf B-1,Safe,Overstocked
MED-0341,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN43902,2027-03-10,2028-06-10,663,796,348,448,0,56.49,19658.52,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0342,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN53426,2027-02-08,2028-07-07,690,574,440,134,0,12.22,5376.8,0,PharmaLink Distribution,Cold Storage 1,Safe,Overstocked
MED-0343,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN99220,2026-02-18,2027-09-17,396,155,116,39,0,72.97,8464.52,0,Medix Wholesale,Shelf A-2,Safe,Overstocked
MED-0344,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN28772,2026-04-08,2027-05-19,275,599,175,424,0,54.56,9548,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0345,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN69251,2025-07-16,2027-05-07,263,882,167,715,0,42.89,7162.63,0,PharmaLink Distribution,Shelf A-2,Safe,Optimal
MED-0346,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN62873,2026-09-04,2028-03-18,579,104,9,95,0,46.54,418.86,0,Apex Global Health,Shelf A-1,Safe,Low Stock
MED-0347,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN98702,2024-12-28,2026-04-22,-117,810,186,624,186,28.25,5254.5,5254.5,PharmaLink Distribution,Shelf B-2,Expired,Optimal
MED-0348,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN18557,2026-04-22,2027-09-17,396,566,377,189,0,45.42,17123.34,0,OmniPharma Ltd.,Shelf B-1,Safe,Overstocked
MED-0349,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN54922,2026-09-30,2028-03-31,592,868,197,671,0,16.1,3171.7,0,BioCare Logistics,Shelf A-1,Safe,Optimal
MED-0350,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN37681,2026-10-27,2028-07-11,694,273,36,237,0,32.74,1178.64,0,PharmaLink Distribution,Narcotics Safe,Safe,Low Stock
MED-0351,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN96765,2025-07-26,2026-08-19,2,806,79,727,0,36.88,2913.52,2913.52,BioCare Logistics,Shelf A-1,Critical (<30 Days),Low Stock
MED-0352,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,14s,BN30070,2024-12-25,2026-11-12,87,109,39,70,0,37.22,1451.58,1451.58,PharmaLink Distribution,Narcotics Safe,Near Expiry (31-90 Days),Optimal
MED-0353,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN64896,2025-06-15,2027-03-03,198,836,637,199,0,12.21,7777.77,0,PharmaLink Distribution,Shelf A-1,Safe,Overstocked
MED-0354,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN44471,2025-12-09,2027-06-10,297,820,424,396,0,26.87,11392.88,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0355,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN53332,2024-09-09,2026-08-18,1,191,34,157,0,71.41,2427.94,2427.94,BioCare Logistics,Shelf A-2,Critical (<30 Days),Optimal
